text_segment,calculated_level
這次他退步到二十名，不過連建中老師的孩子都會考三十二名，我想我回家就不打他了。霎時，我的心真是百感交集。提到成績分數排行榜，我想對無數的莘莘學子而言，始終是個難以擺脫的夢魘；就許多父母來說，更常是心頭沈重的負荷。一個從小百考百勝的孩子，就注定是前途光明嗎？一個一路以第一志願學校前進的孩子，就真可獲取人生幸福嗎？在教學的行路上，我看過太多孩子成長的故事。有人向來念資優班，輕輕鬆鬆上了理想大學科系，,2
卻因玩得太兇，只好念了一半就被當出校園。也有人平凡踏實，從無天才模樣，卻是念得愈來愈順暢。父母的信心，就是孩子成長最好的力量，這是我每次在演講中，最喜歡送給爸爸媽媽的話。說真的，每個孩子心智開竅時間各有急緩先後；一張小小的成績單，又怎能全然顯現孩子的才情？孩子成長的路才正漫長，只要對他有愛有信心，又何必擔心他現在第幾名？,2
"灌蟋蟀
陳幸蕙
小時候，最愛和爸爸去灌蟋蟀。夏天的午後，接近傍晚，爸爸說：「要不要去灌蟋蟀？」「好哇！」我們全部跳起來，全部贊成。於是大家分頭去準備工具，工具很簡單，一把鏟子，一個水桶，幾個罐頭的空罐子就是了；當然，還要一個有蓋子的罐子，是用來裝蟋蟀的。
我們常去的地方是學校操場邊的大樹下，或是自來水廠的木麻黃樹下。學校的蟋蟀少，蚊子少；水廠的蟋蟀多，蚊子也多，通常是爸爸走，我們就跟，",2
"小孩子沒意見，有得玩兒就好了。
爸爸都是負責提水，我們先去尋找蟋蟀的家，蟋蟀的家上面會有一堆鬆軟的土，把土撥開，會有個洞；爸爸把水提來以後，我們就拿罐子裝水，輪流把水灌進洞裡去。我們灌水的時候，是非常小心的，要對準蟋蟀的家，免得浪費水，而且不能講話，因為一講話，蟋蟀聽到，可能就不出來了。
通常，蟋蟀到了家門口，會停頓一下，這時候，我們會緊張的盯著牠看，深怕牠不出來，弟弟年紀小，沉不住氣，",2
"常會拿鏟子給爸爸，爸爸輕輕一挖，蟋蟀就出來了，不論蟋蟀的大小，我們都會高興了好久。有時候，從這個洞灌水，蟋蟀卻從另外一個洞跑出來，很有趣。大一點的蟋蟀有翅膀，還會飛呢！媽媽小時候住鄉下，她說，下大雨後，常有鄉人到田野去抓蟋蟀，抓很多很多，可以炒蒜頭吃，也可以油炸下酒吃。
我們灌來的蟋蟀都養在床底下，牠們常常逃得無影無蹤，弟弟為此哭泣，爸爸就說沒關係，再灌就會有。長大以後，",2
我們知道那種土黃色的蟋蟀叫作「台灣大蟋蟀」，另外有一種蟋蟀是黑色的，會叫又會打架，那要到草叢裡去抓，不是用水灌的。一般人養蟋蟀，都養黑蟋蟀；但是吃蟋蟀，都吃黃蟋蟀。,2
九歲那年的夏天，我和媽媽經常在一起包餃子。那時，媽媽剛從鄰居那兒學了這個手藝回來。一有空，媽媽就自己拌餃子餡、和麵，掛餃子皮、包餃子。媽媽喜歡在我們家的小花園裏包餃子。午後的微風從園子裏那排茉莉吹過來，帶著微微的花香。媽媽仔細的包著餃子，臉上有著快樂的笑容。偶爾，她也會哼唱著一些歌仔戲的短句，聽不懂媽媽唱些什麼，只知道媽媽很喜歡。有時候，還有路過花園的蝴蝶停下來，在媽媽的肩膀上、頭上逗留。,2
那些蝴蝶和我一樣，好奇著媽媽唱的是什麼歌？好奇著媽媽為什麼雙手一捏，就可以把餃子捏成帆船，一艘像要出海的帆船？好奇媽媽為什麼一整個下午捏呀捏的，就可以捏出許多艘排得整整齊齊的船？好奇的我開始跟著媽媽學。第一次學包餃子時，我把媽媽擀好的餃子皮在我小小的手掌上攤開，放上適當的餡，再學著媽媽的手勢，為餃子做摺裙。可是，看得容易，做起來難。餃子總是軟趴趴的，站不起來，而且摺子也沒有捏緊，餡汁溢出來。,2
我很氣餒。媽媽說：「再試一下，你們學校教的那首歌，不就唱著：一試再試做不成，再試一下？」我又試了幾次，餃子還是包不好，東倒西歪的。第一次試包餃子因此備受挫折。反倒是稍後煮水餃時，媽媽看著鍋裏一個個白白胖胖的餃子，先「打撈」出幾個捏成四不像的餃子，興奮的說：「呀！這幾個餃子一看就是你包的，你看！每個餃子上都有你用力捏摺子的手印！很特別噢！」不過，我還是很沮喪，低頭看著那幾個難看的餃子。,2
"蚵仔煎
蚵仔煎源自福建，在臺灣最早的稱作「煎食追」，是以加水後的番薯粉漿包裹蚵仔、豬肉、香菇等食材所煎成的餅狀物。臺灣主要的蚵養殖地在臺南安平、嘉義東石或屏東東港，但現在由於交通運輸發達，即使不在產地，也可以吃到新鮮肥美的蚵仔。",2
"﻿至靠近海邊的地方，有一個小村莊。一天夜裡，颳著大風，下著大雨，村民們很早都上床休息了。到了半夜，忽然一陣轟隆轟隆的炮聲把大家驚醒。原來那一陣聲音是從海上來的，大家都冒著大雨到海灘上去一探究竟。原來有一艘船遇難了，發出信號求救。
村長馬上挑選了八個精壯的青年，叫他們坐著小艇去救那些遇難的人。海上風浪很大，小艇在浪濤裡一上一下的顛著，好不容易才靠近那條大船，把船上的人救了回來。岸上的男女老幼，",2
"都忍不住對這八個勇敢的青年歡呼起來。
村長問起那艘大船的情形，又問船上的人是不是都救出來了。八個年輕人裡，有一個說：「不瞞大家說，船上還有一個人爬到桅杆頂上，手腳都凍僵了，沒辦法下來。風太大，我們也上不去，只好把他留在那裡了。」
村長聽了，就說：「那麼，這最後一個人讓我去救吧。」
村長的老媽媽一聽，立刻阻止他說：「孩子，你歲數不小了，不比他們年輕力壯，千萬不要去。你爸爸就是死在海裡的。",2
"前年你弟弟出海去做生意，到現在也都沒有消息。你要是有個好歹，你的老婆孩子要倚靠誰？我這老太婆要靠誰？」
但是村長很堅決的說：「媽，您也不想想，船上那個人也有媽媽，或許也有老婆孩子，說不定也在等著他活著回家呢。我是這裡的村長，不去救他，怎麼說得過去。您還是讓我去吧！」他也不管別人的阻擋，就跳上小艇，冒著大風大浪，向港外划去。岸上的人都替他擔心，睜大眼睛看著小艇消失在黑暗裡。大家只聽到風聲雨聲，",2
"都不知道小艇的下落。
等了很久，忽然聽到有人大叫說：「村長回來了！」岸上的男人都跳進水裡去接應他。
小艇靠岸了，村長衝到老母跟前，指著小艇裡的人，很興奮的喊：「媽，您猜船上的人是誰？他是失蹤兩年的弟弟呀！我把他救回來了！」村民們聽到這句話，忍不住一邊歡呼，一邊流下感動的眼淚。",2
最近，去看了一場運動會。是由數十所幼稚園合辦的。有一個節目是踩對方以橡皮筋套在足踝上的氣球。時間結束時，氣球破得少的一隊便是贏家。當那一隊隊天真無邪的小孩列好隊準備進場時，我注意到一個年輕的女老師把她的學生們圍攏來，小聲地面授機宜。看她那麼慎重，我覺得非常有趣。可是她看到我在傾聽，臉色卻不大自然。原來，啊！我再也笑不起來了。原來她在指導那些可愛的小天使們作弊。她告訴他們，如果踩不破敵隊的氣球，,2
用指甲掐！而為了讓她手下這些小將們的氣球教對方無從踩起，她把它們拉高到小腿，甚至大腿上！我知道幼稚園與幼稚園之間的競爭很強烈；但是，在運動會中爭取到「好成績」就可以爭取到更多的學生嗎？知名度靠這樣打起來的嗎？或者她這樣做，只因她個人好勝心切？還有一個節目是推輪胎。小娃娃們推著輪胎小跑一個來回，再移交下一個人接著推。幾乎每一個娃娃，人都還沒有跑出去呢，輪胎已被他身後的老師或家長猛推出老遠；,2
他只要跑過去便成。而他還沒跑到對岸，人家又幫他把輪胎推過來了，於是他掉頭再「追」輪胎。……當然，這樣的運動會其實只是遊戲，大人孩子樂成一團似乎也沒有什麼不可。不過，我發現有些守規矩的孩子也懂得氣憤不平了。這樣的「兒戲」會給他們怎樣的啟示呢？要贏過別人必須投機取巧？必須作弊？而那些贏了的孩子，他們真正嘗到了勝利的滋味？其實，人的一生之中，不知道遇到多少挫折和失敗；所以面對失敗的胸襟是必要的。,3
我們教育孩子爭強好勝時，更應該讓他明白：輸並不可恥，可恥的是贏得不正當。輸得起的人才是坦蕩蕩的君子。能從失敗中得到教訓，堅強地重新站起來，才是真正的勝利。,3
"珍珠奶茶
珍珠奶茶是繼泡沫紅茶之後發展出來的創意茶商品。將傳統市場中的粉圓加入奶茶中，喝下香順濃密的奶茶時，同時吃進彈牙的粉圓，創造出意想不到的新口感。由於煮過的白粉圓呈現出漸層的通透感，形狀和顏色都像極了純白透亮的珍珠，因此命名為「珍珠奶茶」，推出後果然深受消費者喜愛。",3
"﻿有一天，國王在為國事煩惱時想到，如果能知道「什麼時刻是做事情的最佳時機？」「什麼人是最重要的人？」「什麼事情最重要？」這三個問題的答案，就能避免失敗，成為一個更好的人。
要是誰能說出這三個問題的答案，國王重重有賞。許多飽學之士聞風而來，儘管每個人都對這三個問題提出自己的看法，但是沒有一個能讓國王滿意。
為了得到更好的答案，國王決定到森林裡請教一位聰明絕頂的隱士。在山路上，國王換上平民的服裝，",2
"留下隨從，獨自前往拜訪。
到了隱士的住所，國王看見隱士正在茅屋前鬆土。國王上前跟他打了招呼，並請教這三個問題。
「睿智的隱士，我想請教您三個問題：什麼時刻是做事情的最佳時機？什麼人是最重要的人？
什麼事情最重要？」
隱士聽完，一言不發，只是繼續鬆土。國王看他身體瘦弱，便想幫助他。
「您休息一下吧！把鏟子給我，我來幫您。」國王從隱士手中接過鏟子。
「謝謝。」隱士坐在一旁休息。
國王鬆了兩塊苗床後，",2
"又問一次，隱士仍然沒有回答。
到夕陽西下，國王又對他說 ：「如果您無法回答這三個問題，請明白告訴我，我就不打擾您了。」
這時，隱士突然說：「你聽，有人往這裡跑來了！」
只見一個大鬍子男人從森林裡跑出來，他受了重傷，不久就倒在地上虛弱的呻深吟。國王與隱士一起把男人抬進屋裡，讓他躺在床上。他們同心協力解開他的衣服，為他止血、包紮傷口、餵他喝水，直到黑夜來臨。
忙了一天，國王感到十分疲累，",2
"於是坐在門檻上便沉沉睡去。
隔天醒來，那個躺在床上的男人聲音微弱的說：「請原諒我！」
「為什麼要我原諒你？」國王問。
男人回答：「我是您的敵人，您曾責罰我的兄弟、沒收我的財產，我發誓要報仇。昨天我跟蹤您，想對您不利，不料路上遇到您的侍衛，他們認出我，拔刀砍傷我。如果不是您救了我，我早就沒命了！」
國王很高興能與男人和解，不只原諒了他，更派人護送他回家。
回王宮前，國王再去找隱士，",2
"想知道隱士能不能給他三個問題的答案。
我已經回答你了呀！昨天你同情我、幫我翻土，而免於遭到那個男人的攻擊——你翻土的時候，就是最重要的時刻，最重要的人就是我，最重要的事就是你善意的幫助我。」
隱士又說：「當那個男人出現的時候，最重要的時刻就是你救他的時候，最重要的人就是他，最重要的事就是你為他所做的一切。」
隱士看著國王，繼續說：「你要記住，最重要的時刻，是眼前的這一刻；最重要的人，",2
"是當下在你身邊的人；最重要的事，是你替他們做的好事。如果能了解這些道理，你就能得到更多的愛戴。」
國王聽完豁然開朗，誠心向隱士道謝後離去。",2
"雞排
臺灣雞排每年求新求變，研創出各種特殊的口味與烹調手法，灑在雞排上的調味料也變化多元，除傳統的胡椒粉外，還新增海苔、芥末、辣椒、梅子等。也研發不同雞排的醃漬方法，如以蜂蜜為基底的蜜汁雞排，或是以中藥調味的雞排，是臺灣最夯的國民美食之一，也是夜市不容錯過的臺灣小吃之一。做法以獨家配方醃製雞排?上酥脆粉，下鍋油炸至金黃油亮，亦有再以炭火燒烤，搭配酥、香、脆的外皮，香氣溢滿的肉汁瞬間在口中散開。",3
"﻿狼先生和狐狸先生，商量要吃小兔子。他們知道小兔子「貝貝」非常聰明伶俐，跑得又快，如果不想出特別巧妙的方法，是捉不到他的。
有一天，狐狸先生告訴狼先生說：「我想到一個好辦法，只要你完全依我的話去做，今天晚上就可以吃到兔子肉了。」狼先生聽了，就流下口水來，說：「怎麼提他，快告訴我呀！」狐狸先生說：「我的計畫是這樣的：你去貝貝家，告訴他說我死了。貝貝這個小淘氣聽了，一定會跑來看我死了是什麼樣子。",2
"我就躺在床上裝死。等貝貝走近了，你喊一二三，我們合力把他捉住。那時候，你就有半碗兔子肉吃了。」
狼先生聽了，高興得跳起舞來，隨手抓了一頂帽子，就到貝貝家去了。狼先生說：「貝貝，你聽說那位可憐的狐狸先生的消息嗎？」小兔子說：「沒有哇，我好久沒見到他了。」狼先生揉揉眼睛說：「可憐哪！他已經死了。」說完，就哭哭啼啼的走了。
貝貝想：「狐狸死了是什麼子？我還沒見過死狐狸呢，應該去看看。」他抓二話不說，",2
"馬上趕到狐狸先生家去。他先站在窗外看了看，看到狐狸先生靜靜的躺在床上，一動也不動。狼先生坐在床邊的椅子上，兩隻大眼睛亂轉。
貝貝覺得屋子裡的氣氛，不大像是死了人的樣子，就走到門邊再去看看。門邊離狐狸的床還有幾步路，還是看不清楚。貝貝想了一想，自言自語的說：「奇怪，人家說死狐狸的嘴是張開的。這隻死狐狸的嘴怎麼閉得那麼緊呢？」
狐狸先生在床上聽到了，趕緊把嘴張開了一點。貝貝偷偷看過去，笑了一笑，",2
"對狼先生說：「你們一個撒謊，一個裝死，我才不上當呢！」就飛也似的逃走了。
這一次，狐狸先生的計畫又失敗了。",2
約二十年前，有一名發瘋的男子，衝進台北市螢橋國小的教室，手拎著一大桶硫酸，不分青紅皂白地，就把硫酸潑向一羣小學生。當時全班小朋友被嚇得哇哇大叫，其中，八歲的官聲彥小朋友，更是用手摀住雙眼，痛得滾叫在地。官聲彥不僅皮膚被硫酸灼傷，雙眼更是因此永久失明，右耳也失聰，只有左耳尚有聽覺。一個聰明、乖巧、可愛的小男孩，早上高高興興地去上學，怎料在還沒放學時，就被送到醫院急診室，而且眼睛瞎了，耳朵聽不見了？,2
天哪，怎會這樣？這對任何人來說，都是無法接受的殘酷事實！是的，兒子已經永遠失明，怎麼辦？官聲彥的爸媽，在哭乾所有眼淚後，勇敢地接受事實、站了起來，帶著官聲彥前往美國求醫，並安排他在美國接受教育。可是，英語對官聲彥來說，是個全新的語言啊，他看不見，耳朵又聾了一個，怎麼唸書呀？儘管命運如此捉弄官聲彥，但他仍然靠著點字機，用心學習、勤奮苦讀，絕不讓自己被噩運擊倒！您知道嗎，官聲彥於一九九五年，,2
從舊金山市麥卡蒂高中畢業時，學業總成績名列第一名！也因此，他代表所有畢業生上台致詞，而且，還拿到兩萬美元的獎學金，進入加州柏克萊大學社會系就讀。面對身體上的多重殘障，官聲彥必須自己一一去克服！他住在學校附近的學生公寓，每天靠著盲人枴杖與記憶，獨自來往於校園之間的各幢建築和圖書館；可是大學中沒有點字教科書，官聲彥必須靠校方聘請專人，將教授指定的教材和教科書，錄製成錄音帶，緩慢地吸收、學習。柏克萊，,3
是全世界學子嚮往的名校，能在那兒唸書的學生，都是一流聰明的高材生；而官聲彥，一個又盲又半失聰的孩子，能挺得住、能熬得過那繁重的課業嗎？苦讀、苦讀、再苦讀——官聲彥說，這是他唸書的不二法門！五年的時光，終於過去了。去年，官聲彥與另外兩百名社會系學生，穿上學士袍，在柏克萊校園拿到了大學文憑；當他拄著盲人枴杖，慢慢走上台時，在場所有師生都報以熱烈掌聲、久久不息！,3
而專程前往美國參加盛會的爸爸、媽媽、祖父、祖母和外婆，眼中莫不流出喜樂的淚水——聲彥，這心愛的乖孩子，終於大學畢業了！事實上，官聲彥可以說是一個堅持不讓夢想墜落的年輕人，他的志氣與願力，讓他勇敢朝著既定方向邁進——永不退縮、絕不退怯——這是多麼叫人又敬又佩呀！,3
"土魠魚羹
相傳清領時期，福建提督施琅來臺，因嗜吃鰆魚，百姓便將鰆魚稱之為「提督魚」，由於音訛而演變成為今日之「土魠魚」。將新鮮土魠魚切塊，經由獨門醬料醃漬入味、沾粉後下油鍋，油炸至金黃酥脆，香氣四溢，再搭配鮮甜濃稠的羹湯，炸過的土魠魚塊外皮酥香，咬下一口，魚肉鮮嫩多汁，配上味美鮮甜的羹湯，更襯托出土魠魚美味，滿足每張挑剔的嘴。",4
山上最多的樹是油桐樹。現在，正是油桐花開的時候。別的花不過是一樹一樹，或一叢一叢開，最多，也只是一片一片的開而已。油桐樹可不，它是高興怎麼開就怎麼開，開得滿山滿谷都是花。平常翠綠的山，一下子全變白了，好像是那個神仙用仙杖一點，山爺爺馬上把綠袍子脫下來，換一件雪白的衣裳，連帽子和鞋子都是白色的了。因為油桐樹很高，開了花，遠遠望去，就像一頂頂大帽子一樣；而且，花兒不但開得很起勁，落得更痛快，,2
連草叢裡、小路上、小溪裡，甚至小溪的石頭上都鋪滿了花兒。這麼多落花，好像山爺爺不只是穿白花鞋而已，我想，它的衣裳一定跟新娘子的禮服一樣，雪白的裙子拖得又蓬又長，把整座山都蓋住了。每次走過鋪滿了花的小路，都要很小心，因為花兒實在太多、太美了，整條路好像綴滿了美麗可愛的小精靈一樣，實在捨不得踩上去，害我常愣了半天，不知該怎麼走才好。叔叔就教我走路邊有草的地方，因為花兒會順著傾斜的草叢滾到較低的地方，,2
停留在上面的就很少了。我看了一下，果然沒錯，才敢放心大膽的走。半路上，有一段較寬的溪流，上面有許多大大小小的岩石，我們常常在這兒抓小魚小蝦。現在，也落滿油桐花了。這兒的花，和小路上的又不一樣了，甚至更美呢！因為岩石的顏色很深，花兒落在上面，黑白分明，非常好看。溪水是流動的，落在水面上的花兒也跟著流動，就好像流著一條花河。如果有的地方露出空隙來，水光便會像鏡子一樣，一閃一閃的，一朵朵的花兒，,2
就像貼在窗子上的美麗窗花。而且，花的式樣隨著水流不斷的改變，簡直比萬花筒還好看！回來的時候還可以盛著一斗笠的花朵，就是把花兒偷偷的撒在嬸嬸的衣服上，叔叔也不會罵我不禮貌，還一直笑著拍手呢！,2
"欣賞了一場特別的表演後，我們全家人都感動得說不出話來。舞臺上的女孩沒有腳，卻能跳出美妙的舞姿；沒有手掌，也能彈出動人的旋律。我為了認識她，就想辦法找出跳舞女孩的故事。
這位女孩名叫「郭韋齊」，從小就喜歡唱唱跳跳，自得其樂。在七歲那年，因為不明原因的疾病，引發休克，在急救過程中，造成手腳發黑。為了救韋齊的生命，父母只好同意將她的四肢截掉，從此，韋齊的世界完全變了。許多生活上的細節都要重新學習，",2
"沒有手掌，就用兩隻手臂夾住碗；沒有腳掌，就用兩個膝蓋跪著走。慢慢的，生活中的大小事，像吃飯、走路、寫字都能靠自己完成。
不過，韋齊的心裡，始終記得以前跳舞、彈琴的快樂時光，於是在父母的支持下，重新再學習。別人穿鞋跳舞，她用膝蓋穿布套跳；別人用手指彈琴，她用腕骨一個音一個音慢慢敲。雖然練舞、彈琴要忍受手腳的疼痛，她還是堅持不放棄。她知道，即使沒有雙手雙腳，生活一樣可以過得多彩多姿。",2
我喜歡經常微笑的韋齊，她雖然失去了手腳，還是設法克服困難，去做自己喜歡做的事情，這也是最讓我佩服的地方。,2
"﻿張中是一個大商人，專門在塞外的沙漠地帶做生意，他帶了九十隻駱駝和十九個夥計，從關內到庫倫去做買賣。
張中有一個朋友叫李華，正好也想到庫倫去玩。張中知道了很高興，就邀李華一起走。
李華騎了一匹白驢，帶著幾塊黃金，跟隨著商隊出發了。
他們在沙漠裡走了兩天。第三天早上，李華伸手摸摸掛在鞍上的口袋，發現那幾塊黃金不見了。張中知道這件事，就安慰李華：「不要緊，我有辦法，今天晚上一定把黃金還給你。」",2
"天黑以後，大家吃過了飯，張中就召隻十九個夥計到帳篷裡來，跟他們說：「我的好朋友丟了幾塊黃金，到底是誰拿的？」夥計們你看看我，我看看你，沒有一個肯承認。
張中想了一會兒，又對他們說：「我朋友的那一匹白驢，叫做神驢，能夠知道黃金是誰偷的。你們都到隔壁帳篷裡去，按著順序，一個一個去摸摸白驢的尾巴。如果他是清白的，摸了白驢的尾巴，白驢不會叫。只有那偷黃金的人，一摸到白驢的尾巴，白驢就會大叫。那麼，誰是賊，",2
"誰不是賊，就可以弄明白了。」
張中命令一個夥計先進帳篷。幾分鐘以後，夥計回來了，驢沒叫喚。第二個，第三個，一直到第十九個，都進去過了，但是白驢一直沒叫。李華以為事情就這樣完了。但是張中又發出命令，叫十九個夥計排好隊，把手伸出來讓他聞聞。他一個一個聞過去，聞到第十二個，就抓住那個人的手說：「白驢的尾巴是用簿荷水泡過的。人家的手都有薄荷味兒，只有你的手沒有。你怕驢叫，所以不敢摸驢尾巴。黃金是你偷的，",2
好好的拿出來還人家吧！,2
過慣了台北車水馬龍的日子，搬來台中幽靜的鄉下，生活起了很大的變化。充斥耳邊的不是轟隆轟隆的引擎聲，不是忙碌的跫音，而是潺潺的小溪輕唱，落葉翩翩點綴，好像走入一幅圖畫。水遠遠的流過來，蜿蜒成一條細細的溪流，好像母親伸出柔軟的手，輕輕拍撫著農田和果園。溪流的上游，可以看見一朵一朵白色的野薑花，一頭老牛靜靜的躺在河邊，不久野薑花飛上了牛背，仔細一看，原來是白鷺鷥。更多的白鷺鷥飛來了，低低的，,2
遠遠望去好像長了翅膀的野薑花。靜靜的溪水好像QQ的果凍，水面上倒映著樹和山，藍藍的影子是夾心果粒，這是夏天最清涼的薄荷口味。附近的孩子喜歡在溪邊扮家家酒，他們巧妙的把青草綴成一條項鍊，柳枝彎成小小的拱門，牽牛花是新娘的捧花，快快樂樂的在溪邊拜堂辦喜事。這些遊戲一代傳一代，從來不用口語相傳，溪邊是童年織夢的舞台。溪水愛唱歌。清晨露水未乾，初醒的夜間上點點圓露，輕輕走過，總有一兩個露了的音符掉入溪裡，,2
當麻雀在電線杆上唱著五線譜時，一滴兩滴的露水也喚醒了溪水潺潺的歌聲，多嘴的風也來湊熱鬧，穿梭在溪邊林間，紛紛落下的竹葉是觀眾的掌聲，好一場美妙的演奏。太陽露出了笑臉，當他的足跡停留在水面時，風也停止了，所有的花兒、小草都靜悄悄的，等著讓陽光染紅他們的小臉，於是，每一天溪邊都會長出更多璀璨的紅花綠葉。陽光慢慢吻遍溪邊每一個角落，花兒的笑容更加燦爛，水草悠閒的躺在河面享受日光浴，陽光穿越溪水，,3
一閃一閃的波光似魚鱗，哇！魚兒游來了，他們快樂的成群結隊和太陽約會。我最喜歡黃昏時到溪邊，太陽的餘暉把溪水染成金黃色的絲帶。我坐了下來，靜靜的看著天空飛舞的燕子，沒有人知道，我是一隻自由自在的鳥兒，馳騁在自己想像的天空。,2
"﻿小新的媽媽回收一些空瓶罐，準備要做泡菜。「爸爸說過，吃醃漬食物對身體不好，為什麼還要做泡菜呢？」小新疑惑的問。
媽媽一邊切大白菜，一邊回答：「過去，我們以為醃漬過的食物對身體不好。直到看了一些報導，才知道醃漬食物經過發酵，會產生好菌，適量食用，有益腸道健康呢！」
「泡菜看起來真好吃，我口水都快流出來了！」小新興奮的說。「以前的人，如果大白菜生產
過多又賣不掉時，就做成泡菜，",2
"這是一種愛惜食物的方式，也是環保的行為。」媽媽說完，把做好的泡菜裝進罐子裡封好，告訴小新：「要醃上好幾天，讓它入味再來吃，才會美味可口。」
隔天，媽媽發現有一罐泡菜被打開偷吃了，她心裡有數，卻故意開玩笑：「我們家的小貓真厲害，會自己開罐子偷吃呢！」小新知道騙不過媽媽，向媽媽承認：「是我忍不住偷吃了幾口。」
媽媽沒有生氣，還是溫柔看著小新說：「你這隻貪吃的小貓，泡菜雖然好吃，但也不能一次吃太多！",2
"﻿這天早上，王羲之家發生一件大事，潔白的牆壁上，被人寫個大大的「大」字。來來往往的行人交頭接耳，王羲之是位大書法家，究竟是誰這麼大膽，敢在這裡留字？
王羲之把家人找來，一個一個問清楚，才知道是小兒子王獻之寫的字。六歲的王獻之寫出來的「大」字，快要跟自己一樣高。大家都以為他會被處罰，沒想到王羲之卻笑笑的說：「明天起，獻之可以學字了。」
原來，王獻之天天看父親寫字，幾次求父親教他練字，父親不肯，",2
"但他不願放棄，所以才在牆上寫字證明自己長「大」了。後來，有了父親的指導，王獻之學得好用心，即使村裡的孩子約他出門玩，他也不理。
有一次，他正在書房寫字，沒發現父親進來。王羲之看兒子這麼專注，突然抓住他的筆，用力向上一提。如果是一般人，被人這麼一提，毛筆一定被拔走了。然而，毛筆仍然被王獻之牢牢的抓在手裡，他只是嚇一跳，以為自己寫錯字了。
父親拍拍他的頭，高興的說：「你寫字時手中有勁，筆握得牢，",2
只要好好練習，成就一定比我還要好。,2
"牛肉麵
牛肉麵是民國38年（西元1949年）國民政府來臺後，外省老兵為了謀生而發明的地方小吃。將辣豆瓣醬炒過加入牛肉、水及其它食材燉成牛肉湯，與四川的紅燒牛肉相似，但四川的紅燒牛肉為一道菜餚，加入麵條後製成紅燒牛肉麵則是臺灣特有的作法。在香港，牛肉麵加入牛雜；潮洲牛肉麵的滷水口味及色澤較淡；蘭州拉麵則是重湯頭，肉與湯頭分開煮。",3
"豬血糕
臺灣出現豬血糕應該是在二次世界大戰（西元1939年至1945年）結束後，在臺北大稻埕豬隻屠宰場所發展出來的小吃。許多人大清早即趕到屠宰場，向商家討不要的豬血帶回家蒸煮或是加湯成為豬血湯，在市集推出後大受歡迎。有的小吃攤直接加糯米並以豬血糕稱呼，有的則是稱為花生豬血糕，將蒸好的條狀豬血糕沾上醬油後，依照顧客的需求只加甜辣醬或辣醬，再加上厚重的花生粉及少量香菜，之後插上竹籤，直接拿在手上食用，",3
是臺灣夜市中不可或缺的小吃之一。,2
"﻿在我們那個時代，一個孩子最大的夢想，就是當棒球小國手，像郭源治、許金木……真是無人不知、無人不曉。
我的球棒是老爸送我的，這件事老祖母非常不能接受。她覺得一個父親再怎麼說，也不應該送給孩子玩樂工具。
老祖母常告訴我一些名人的故事，還買了文房四寶，要我寫字，做一個有用的人。不過，我的志向和祖母的期待並不相同。
我最大的希望是能參加比賽。可是我只是一個小小孩，大孩子多半不想讓我加入，",2
"那會削弱他們的實力。萬一人數不夠，或是被我苦苦哀求後上場，他們一定不准我揮棒。站在打擊位子上，不得揮棒，到底還能做什麼呢？你猜對了，等四壞球保送。再不然，觸身球保送也可以。總之，我的功用就是這樣，一旦我被球打到，人人都拍手叫好。
有時，我下定決心在兩好三壞之後，放手一揮，一旦揮棒落空，三振出局，比賽結束。前面兩個被三振的孩子和其他隊友，立刻異口同聲的說：「都是你害的。」反正我們球隊老是輸球，",2
"檢討到最後都說是我害的。
常常做夢，夢見自己擊出一支漂亮的全壘打，像「大力水手」吃了菠菜一樣，反敗為勝。然後，我慢慢的跑回本壘，接受所有人的歡呼。
我不斷的努力，相信終有一天，機會會來敲我的大門。",2
"臭豆腐
臭豆腐是一項流傳於全中國大陸及世界其他地方的豆腐發酵製品，但各地的製作方式及食用方法有相當大的差異。臺灣的臭豆腐是將醃漬好的豆腐，以高溫油炸至外皮酥脆，搭配口感酸甜的臺式泡菜食用。除了油炸臭豆腐外，臺灣近年很流行清蒸臭豆腐及麻辣臭豆腐。麻辣臭豆腐係將臭豆腐加入麻辣湯?，搭配上鴨血、酸菜、豬大腸等食材，又稱為「臭臭鍋」。清蒸臭豆腐是將氣味濃厚的臭豆腐與清淡爽口的湯底，",3
一起放入食器中以清蒸方式烹調，給饕客另一種較清爽口味的選擇。,3
"兒童節、清明節
兒童節
在西元1925年，來自世界54個不同國家的愛護兒童代表聚集在瑞士日內瓦舉行兒童幸福國際大會，會議中通過日內瓦保障兒童宣言，此後全世界的國家都有明定兒童節，每個國家各有不同時間，臺灣的兒童節明訂為每年的4月4日。
清明節
杜牧-清明
清明時節雨紛紛，路上行人欲斷魂。
借問酒家何處有，牧童遙指杏花村。
這是一首耳熟能詳的詩，描寫清明掃墓，慎終追遠，飲水思源的情景。",3
清明節掃墓祭祖不僅表現了慎終追遠，還有緬懷祖先、飲水思源之意。清明節的由來，相傳漢高祖劉邦和西楚霸王項羽，大戰好幾回合後，終於取得天下。他光榮返回故鄉的時候，想要到父母親的墳墓上去祭拜，因連年爭戰，讓祖墳崩壞破裂，無法辨認碑上的文字。劉邦非常的難過，尋找許久依舊沒找到父母的墳墓。最後，劉邦從衣袖裡拿出一張紙，用手撕成許多小碎片，緊緊捏在手上，然後向上蒼禱告說：「在天有靈，現在風刮得這麼大，,3
